id,name,description,label
1791,14728613 14846850 14847406 14782092 14721689 14851759,14925703 14789561 14781861 14728613 14846850 14720387 14780565 14924977 15710888 14924977 15252363 14854532 14846120 14924962 53 51 14858120 14782641 14925706 15634611 14782890 14720387 14720150 14791308 14782092 14785469 15630475 14720387 14728613 14846850 15252363 14858900 14785422 14728613 14846850 14791055 14780072 14782641 15252363 14924701 14785422 15706282 15636660 14780567 14721981 15252363 14925703 14782641 15634611 15696045 14847407 15639937 14846097 15252363 14925706 15635358 15710336 14924988 14924434 14925703 14789542 14781861 14728613 14846850 14720387 14785469 14924701 14976901,14924216 14781104 14717848 14791612
1792,15640253 15635340 15635626 15642297 14850238,15642297 14850238 14723494 14718849 15710888 14924977,14783134 15697333 14854817 14925479
1793,107 110 105 114 127 88 104 105 107 110 105 98,15706282 15636660 14849963 14844318 14849419 14850991 14728632 15706282 15636660 14849935 14782359,14856354 14844592
1794,15706282 15636660 14781861 14846850 14846850,14721977 14925219 15710336 14725004 14925205 14720191 15708839 15632262 14856118 14925463 14791612 14847407,15632285 15706536 14721977 14925219
1795,64 77 88 85 104 101 104 115,14786237 15697082 14785469 14851759 14925245,14786237 15697082 14722731 14924977
1796,14854542 15632319 14844093 14721176 15710881 42 14854542 14846612,14717871 15710881 14923942 14780072 15632285 14719138,14844093 15705739 14854331 15699885
1797,14844072 14724236 14858672 88 81 63 41 55,15632285 15710336 15706282 15636660 14925206 15710891 14844318 44 14784411 14726053 15710364 15705739 15698075 14846610 14780832 14847921 14849419 87 72 78 14784411 14726055 14976901,14844093 15705739 14854331 15699885
1798,14852770 15639705 15706282 15636660 14847384 15697082 15706243 14924727,14715310 14844592 14782910 14788239,14786237 15697082 14722731 14924977
1799,15708546 14728608 15706282 15636660 14785469 14851759 14925245,15706282 15636660 15697549 14853038,14786237 15697082 14722731 14924977
1800,14854810 14923942 15632285 15635128 15697794 14716559,15706274 14859667 14717871 14786472 14925716 15634607 14925757 15697798 14859955 14925245 14780567 14924188 14845602 14859696 14846908 14717328 14785418 14847398 15252363 14849931 14782641 14844592 14785422 15697549 14853038 14847384 15697082 14976902 84 72 84 15706785 14781858 14847384 15697082 14976902 14854557 14924426 14785418 14847398 14847384 15697082 14976902 15699333 14845568 14782626 14721690 14721416 14723726 14925757 15697798 14859955 14925245 15637383 14792325 15630472 15711660 14854557 14847921 14720387 14847384 15697082 15252363 15630986 14849935 14854807 14852788 14720387 102 119 119 14724264 14725004 14859656 15252363 14846120 14924962 15706542 14854807 14852788 14854553 14782641 14925185 15704228 14847927 14716849 14788746 14720387 14845602 14859696 14716337 14844338 14976902 14850999 14718849 14924426 14727849 14723726 14923942 14780072 15252363 14924937 15697803 15706542 14854807 14852788 14720150 14781859 15697798 14925245 14785715 14847399 14924216 14847918 14976902 14785715 14847399 14786237 15697082,15710359 14847407 14845602 14859696
1801,15704760 15706282 14847406 14782092 88 102 105 99 117 104 110 99,15704760 15706282 14847406 14782092 88 102 105 99 117 104 110 99,14783134 15697333 14854817 14925479
1802,14925463 14849723 14786237 15697082 70,83 83 84,14847385 14844587 14848641 14847398
1803,14786237 15697082 14856354 14725004 14853043 14720147,14856354 14725004 14785469 14788023 15642297 15642289 15710336 14725004 14925738 14720387 14715304 14853508 14783626 14924443 14923942 14780072 14847406 14718849,14786237 15697082 14722731 14924977
1804,14716854 15706291 15706291,14717871 14785186 14783914 14781858 14785186 14717874 14720387 15697555 14726332 14925245 14846093 14846128 14722950 15252363 14782910 14924216 14717871 14782384 14724011 14925703 14782641 15634611 14719138 15632020 14785186 14717874 15697794 15252363 14783914 14781858 14719146 14923942 14720387 14844290 14854590 15252363 14924962 14846093 14780567 15630741 14717871 14782384 15710364 15705739 14925708 14925703 14789282 14720191 14844596 14720387 14783626 14924443 14723726 14723726,15632285 15706536 14721977 14925219
1805,110 102 115 67 98 106 104,15706282 15636660 14849963 14844318 43 15710891 14844318 14782359 14782848 14854800,14856354 14844592
1806,14854542 15709081 15708546 14853303 15706282 15636660 14847406 14718849 42 15706250 14785190 14791308 15706258,14854542 15709081 15708546 14853303 15706282 15636660 14847406 14782092,14924216 14781104 14717848 14791612
1807,80 110 105 99 104 112 116 88 87 68,80 110 105 99 104 112 116 14859956 14846135 14924472 14717871,14858934 15636660 15704193 14849963
1808,79 69 95 42 68 75 72 82 67 88 102 105 99 117 104 110 99,14786237 15697082 14782092 15705775 14720387 70 119 119,14786237 15697082 14722731 14924977
1809,14925703 14792378 14728613 14782608 79 84 48 42 14925723 15710888 42 14852752 14924977 52 41 55,14925703 14792378 14728613 14782608 79 84 48 42 14925723 15710888 42 14852752 14924977 52 41 55 15710881 15710906 14844290 15631535 15640254 14720169 15252363 14925703 14792378 14728613 14782608 79 84 48 42 66 81 15640254 14720169 14925716 14717871,14786237 15697082 14722731 14924977
1810,86 68 88 79 104 114 116 98 116,14858412 14846102 15709098 14721711 15252363 14780821 15638424 14846124 14846128,14924216 14781104 14717848 14791612
1811,14786237 14779040 14788502 15697796 14847139 14785469,14717871 14925193 14859963 14844856 14851242 14854542 14844591 14780834 15632262 14976901,14847385 14844587 14848641 14847398
1812,112 110 105 99 104 112 88 70 114 115 104,15706282 15636660 15706241 14847916,14856354 14844592
1813,14793856 14728609 14844093 15705739,14925757 14780567 14846592 14727830 14728609 15710881 14859956 14846135 14717871 14782384 14924436 15641995 15252363 14858113 14782848 14785451 14858917 14859144 14720387 14850999 14718849 14924426 14727849 14923942 14780072 15710891 14846111 14925757 15706282 15636660 14783914 14781858 14720387 14782910 14859144 15252363 14780567 14846592 15710888 14924977 14924472 14717871 14720387 14924216 14781104 14780320 15252363 15638154 14924425 14717871 14782384 14783626 14924443 15634607 14786716 14976901,14844093 15705739 14854331 15699885
1814,14784411 14716055 15704193 15639958 88 110 104 116,14784411 14716055 15704193 15639958 110 104 116 14782092 14785469 14721212 14847407 14854565 14782384 14724264,14858934 15636660 15704193 14849963
1815,14852736 14786452 15706282 15636660,15706282 15636660 15706241 14847916,14856354 14844592
1816,85 104 101 104 115 74 54,14859963 14844856 14851242,14794687 14782344
1817,14792639 14794626 15710881 14723494 14782087,14925757 14792598 14924688 15704228 14723731 14925703 14925212 15710881 14723494 14782087 14720387 15634601 15639967,14924216 14781104 14717848 14791612
1818,15710351 14925463 14785469 15640241 14720149 52 14785432,14728350 15710351 14925463 14854557 14847921 15706282 15636660 14925219 14925205 14726332 14728344,14786237 15697082 14722731 14924977
1819,14854542 15638453 14785469 14851759 14925245 14924685 15706301,14721977 14846909 14786237 15697082 14854542 15638453 14785469 14851759 14925245 14976901,14786237 15697082 14722731 14924977
1820,14786237 15697082 15706282 15636660 14785469 14851759 14925245 51 50 49,14717874 15635335 14785469 14851759 14925245,14847385 14844587 14848641 14847398
1821,14857890 15697547 15632285 88 102 105 99 117 104 110 99,14857890 15697547 15632285 70 87 87 14859956 14846135 14786472 14925703 14925741 14923942 14780072 14780834 14783409 14849419 15630464 15637633 14728335 14724264 15252363 14846850 14781611 14847407 14780294 15252367 14847407 14780294 14976902 15704454 15634620 14847407 14780294 14976902 15632285 14719138 14847407 14780294 14976902 14925741 14925245 14847407 14780294 14723726 15252366 14976902 14857890 15697547 15252367 14857890 15697547 14791612 14847407 14976902 14925741 14925245 14857890 15697547 14782626 14858384 14723726 39 15252366 14976902 14925205 14847407 14925219 14791302 15252367 14850991 14728632 14925219 14791302 14976902 14717874 15706266 14925219 14791302 14976902 14719146 14923942 14925219 14791302 14723726 39 15252366 14976902 14850238 15706538 15252367 14850238 15706538 15704193 15639958 14714302 14783914 14976902 14850238 15706538 15704193 15639958 14720179 14783914 14976902 14850238 15706538 15708803 14782878 14925708 15710906 14723726 15252366 14976901 15706274 14859667 14717871 15697082 14858639 14852794 14720387 14783155 14849935 14849923 14925741 14925725 14847398 14726332 14728344 14925738 14720387 14923942 14780072 14859953 15710364 15705739 14844033 14722729 14720387 14780847 15632262 15252363 14925464 15697082 14846093 14782641 14924216 14847918 14720387 14783409 15637633 14923942 14780072 14859953 14925709 14924711 14847927 14849923 14925741 14925725 14847398 14726332 14728344 14925738 14976901 14850991 14844592 14924436 14847384 15697082 14854553 14715319 14782910 15637157 15252363 14846120 15635855 14854334 14717871 14782384 15637383 14792325 15710364 15705739 14847384 15697082 14720387 14854557 14847921 14859143 14846102 14976901 14924962 14715319 15705739 14726332 14728344 14925757 14850237 14722695 15252363 14850991 14782126 14857874 70 87 87 14847384 15697082 14720387 14849931 14782641 14846120 14854334 14846360 14726332 14728344 15710364 15705739 14924703 14846865 14854539 14848387 14976901,14847385 14844587 14848641 14847398
1822,14859696 14924468 15639939 15705218 14716559 14785451,14717874 15704193 15710612 14844578 14859696 14924468 42 15706536 15639705 15706282 15636660 15710612 14844578 14791826 42 83 81 14716559 81 54 53 55 54 63 42 54 54 42 52 55 15252363 15710084 14783155 14925757 15252381 14859696 14924468 15639939 15705218 14716559 14785451,14786237 15697082 14722731 14924977
1823,14924703 14846092 14854554 14848641 14782384 88 70 105 99 117 104 110 99,14924703 14846092 14854554 14848641 14782384,14847385 14844587 14848641 14847398
1824,15639705 14853038 14727355 14924959,14783914 14781858 14783400 14924959 14923942 14780072,15630486 15702410 14718849 15709093
1825,15699126 15706282 49 50 51,15699126 15706282,14783134 15697333 14854817 14925479
1826,15703689 14720152 14848641 14782384,15703689 14720152 14848641 14782384 43 15639447 15639209 15705739 14925725 14720387 15704228 14844340 14782910 14788239,14924216 14781104 14717848 14791612
1827,15639705 14712978 14722950 14925709 14924959,14783409 14789561 14849929 15706282 15636660 14783914 14781858,15630486 15702410 14718849 15709093
1828,127 110 105 116 111 98 105 96 88 100 102 107 107 98 117 88 107 110 105 114 127,14786237 15697082 14853009 14849723 15701922 15635335 14726332 14728344,14847385 14844587 14848641 14847398
1829,15706262 14782357,14717871 14925193 14727356 15706262,14783134 15697333 14854817 14925479
1830,15631804 15637681,14717871 14925193 15637681 14848937 14859664 14720387 14786237 14779040 14728335 14724264 15706553 14852992 14859667 14717871,15630486 15702410 14718849 15709093
1831,14717874 14854807 14720698 14785208,14783134 15697333 14717871 15632275 14717874 14854807 14720698 14785208,14783134 15697333 14854817 14925479
1832,14850721 14844556 15637439 14925756,14858115 14844092 14794687 14782344,14794687 14782344
1833,14786237 15697082 14854565 14785418 88 112 98 101 102 119 110 88 105 98 112,14786237 15697082 14854565 14785418,14847385 14844587 14848641 14847398
1834,14782392 14853038 14925708 42 14782903 14782392 14925195 14782092 14782392 14721176 14782392 14925495 14782392 15705218 14923945,14925703 14789561 14727830 14727824 14782903 14782392 14925195 14782092 14782392 14721176 14782392 15705218 14923945 14720387 14925716 14925725 14782392 14925216 15710888 14924977 14976901,14924216 14781104 14717848 14791612
1835,73 114 112 102 82 78,14794667 15707809,14844593 14924945
1836,84 111 104 114 94 78 105 69 104 116 116,14848641 14859664 14783409 14789561,15630486 15702410 14718849 15709093
1837,14853024 14786237 14779040 70 87 87 88 110 72 84,14853024 14786237 14779040 14780567 14924188 14792109 14790838 14794664 14727561 14854553 14782641 15641759 15632280 15705739 14779522 15252363 75 98 113 98 107 42 53 15705739 14779522 15252363 15709093 14728328 14714026 14714302 14782903 15634620 15252363 15708803 14794135 14844591 15637157 14976901 15704193 15639958 14720179 14783914 14785418 14847398 15252363 14925705 14849930 14854577 14853024 81 14781842 15640249 15710358 15708314 14721468 14854553 14782641 14925205 14847407 14780834 15704225 14976901 14783400 14781318 14853021 14847935 14848641 15634605 14717874 14925219 14786452 15252363 14720179 14780834 14925495 14846609 14720159 14925703 14781326 14925219 14786452 15252363 15699333 14719878 52 55 34 14720387 14925708 14846610 14782641 15634611 14976901,15630486 15702410 14718849 15709093
1838,14716854 15710881 14924426 14727849,14716854 15710881 14924426 14727849 43 15637896 14782641 14854557 14924426 14779823 14720387 14924426 14727849,14924216 14781104 14717848 14791612
1839,14782903 14786949 14858418 15699126 15706282,14782903 14786949 14858418 15699126 15706282 15252363 14844591 14849930 14854817 15699126 15706282 14856354 14844592 15252358,14783134 15697333 14854817 14925479
1840,15709107 15711660 14858120 14721183,14717848 14791612 14847406 14718849 15252363 14858900 14924455 14854277 14854297 14720387 14782641 14845854 14785422 15703709 14781592 14858120 15702939 14728350 14924455 15697549 14853038 15252363 14858900 14924455 15704454 14844093 15705739 15252363 14854532 14860201 14924455 15639939 14854557 14714540 15710881 14721711 14976902 15639705 14785469 14721711 15252363 14854532 14846120 14924962 15639939 14719138 14785453 14785186 14853038 14792595 15252363 14854557 14924426 15638147 15710358 15630997 14859664 15252363 14786472 14924455 14721468 14925706 14859143 14720387 15709107 15711660 14858120 14721183 15252358,14844093 15705739 14854331 15699885
1841,14782903 14786949 14858418 15699126 15706282 88 110 104 116,14782903 14786949 14858418 15699126 15706282,14783134 15697333 14854817 14925479
1842,14785469 14851759 14925245 68,14849723 14846124 14925738 14858372,14786237 15697082 14722731 14924977
1843,15708328 14858141 70 87 87 52 41 55 88 102 105 99 117 104 110 99,15710881 15697555 14727830 15710881 15710906 14786237 15697082 14722731 14924977 70 87 87 15252363 14925757 14717871 14782384 14783409 15637633 14852995 14718849 15710881 14844338 14787719 14791308 14976902 15705739 15710881 15706551 14858898 14976902 15642297 15642289 14783159 14781097 14723726 14923942 14780072 14976901 14780567 14924188 15710881 15710906 14854331 15699885 14847384 15697082 14924962 14846093 14854331 15699885 15706282 15636660 14783914 14781858 14976901,14786237 15697082 14722731 14924977
